id,image_id,caption_text
2955,"1550772959_9ca9fa625f.jpg,A",woman brushes dust and dirt off a possible find .
2956,"1550772959_9ca9fa625f.jpg,A",woman kneels in the dirt with paleontologist archeologist tools .
2957,"1552065993_b4dcd2eadf.jpg,A",dog is running in a field .
2958,"1552065993_b4dcd2eadf.jpg,a",multicolored dog running through a flowery field
2959,"1552065993_b4dcd2eadf.jpg,Dog",with a thick collar running through the grass
2960,"1552065993_b4dcd2eadf.jpg,Dog",with big collar running .
2961,"1552065993_b4dcd2eadf.jpg,The",brown and white dog is running through a field of grass and pink flowers .
2962,"155221027_b23a4331b7.jpg,A",skydiver safely lands while another watches from the ground .
2963,"155221027_b23a4331b7.jpg,Two",men with colorful parachutes have just landed in a field .
2964,"155221027_b23a4331b7.jpg,Two",para gliders are practicing their craft in an open field .
2965,"155221027_b23a4331b7.jpg,Two",people are landing from their sky diving exercises .
2966,"155221027_b23a4331b7.jpg,Two",people parachutes into a field .
2967,"1554713437_61b64527dd.jpg,A",big hound dog walking on a log in the woods .
2968,"1554713437_61b64527dd.jpg,A",brown dog walks on top of a felled tree trunk .
2969,"1554713437_61b64527dd.jpg,A",grey dog walks on top of a fallen tree in the woods .
2970,"1554713437_61b64527dd.jpg,A",skinny brown dog walks across a large piece of fallen tree .
2971,"1554713437_61b64527dd.jpg,The",skinny brown dog is walking on a fallen tree .
2972,"1557451043_f5c91ff6f4.jpg,A",girl is sitting on the beach and staring at the ocean .
2973,"1557451043_f5c91ff6f4.jpg,A",woman in a dress and baseball cap sits next to the water .
2974,"1557451043_f5c91ff6f4.jpg,A",woman sits on a rocky beach looking a yellow object in the water .
2975,"1557451043_f5c91ff6f4.jpg,The",girl in the blue dress and the baseball cap is sitting near the ocean .
2976,"1557451043_f5c91ff6f4.jpg,The",woman is looking out on the beach .
2977,"1557838421_a33f2a4911.jpg,A",grey and white dog is biting the ear of a white and brown dog .
2978,"1557838421_a33f2a4911.jpg,The",brown and white dog nips at the yellow dog .
2979,"1557838421_a33f2a4911.jpg,There",are two dogs playing with each other .
2980,"1557838421_a33f2a4911.jpg,Two",dogs wrestle with each other with their teeth bared .
2981,"1557838421_a33f2a4911.jpg,Two",large dogs attempt to bite each other playfully .
2982,"1561658940_a947f2446a.jpg,A",little girl in a swing laughs .
2983,"1561658940_a947f2446a.jpg,A",little girl is swinging in her brightly colored swing outside .
2984,"1561658940_a947f2446a.jpg,A",little girl sits in a plastic swing set .
2985,"1561658940_a947f2446a.jpg,A",young girl on a swing .
2986,"1561658940_a947f2446a.jpg,Girl",wearing pink pants smiles in baby swing
2987,"1562392511_522a26063b.jpg,A",dog chewing a blue rope while two men watch from behind .
2988,"1562392511_522a26063b.jpg,Black",dog with blue string in its mouth .
2989,"1562392511_522a26063b.jpg,Two",men handle a grey dog with a blue knotted rope in its mouth .
2990,"1562392511_522a26063b.jpg,Two",men lift a brown dog up so it can grab a large blue rope hanging down a black wall .
2991,"1562392511_522a26063b.jpg,Two",men under a dog hanging by its mouth from a rope .
2992,"1562478333_43d13e5427.jpg,A",man is camping on a beach shore .
2993,"1562478333_43d13e5427.jpg,A",man with a canoe is on the beach with a tent set up .
2994,"1562478333_43d13e5427.jpg,A",tent rests on the shore and a man and canoe are in the background .
2995,"1562478333_43d13e5427.jpg,Man",setting up camp after canoeing .
2996,"1562478333_43d13e5427.jpg,The",man is setting up a tent on the shore near the ocean .
2997,"1562478713_505ab6d924.jpg,A",man cooking food at his campsite .
2998,"1562478713_505ab6d924.jpg,A",man cooks his dinner outdoors in front of his orange tent
2999,"1562478713_505ab6d924.jpg,A",man not wearing a shirt is pouring something out a can while sitting on sand in front of a orange and red tent .
3000,"1562478713_505ab6d924.jpg,A",man sits on the beach outside his tent and makes something to eat .
3001,"1562478713_505ab6d924.jpg,A",shirtless man making a meal while camping on the beach .
3002,"1563731247_7f21d8bec0.jpg,A",child plays on the ground in a pile of leaves .
3003,"1563731247_7f21d8bec0.jpg,a",little girl is playing in the hay .
3004,"1563731247_7f21d8bec0.jpg,Little",girl buried in hay throwing hay around at a lady .
3005,"1563731247_7f21d8bec0.jpg,The",girls play in the pumpkin patch .
3006,"1563731247_7f21d8bec0.jpg,Two",children are playing in a pile of hay with the sun shining overhead .
3007,"1564614124_0ee6799935.jpg,A",closeup of a girl holding a heart necklace and looking at it .
3008,"1564614124_0ee6799935.jpg,A",girl playing with a stretchy charm bracelet .
3009,"1564614124_0ee6799935.jpg,A",girl plays with a necklace as the sun shines behind her .
3010,"1564614124_0ee6799935.jpg,A",girl with the sun behind her plays with some jewelry .
3011,"1564614124_0ee6799935.jpg,A",little girl examines a piece of jewelry .
3012,"1566117559_f5d98fbeb0.jpg,A",little white dog begs .
3013,"1566117559_f5d98fbeb0.jpg,A",little white dog with long fur stands on his hind legs .
3014,"1566117559_f5d98fbeb0.jpg,A",small white dog stands on its hind legs .
3015,"1566117559_f5d98fbeb0.jpg,""A","white , fluffy dog is standing on its hind legs ."""
3016,"1566117559_f5d98fbeb0.jpg,The",white dog is begging .
3017,"1569562856_eedb5a0a1f.jpg,A",man in a black jacket is has a white headphone in his ear .
3018,"1569562856_eedb5a0a1f.jpg,A",man in a black jacket is in front of a map .
3019,"1569562856_eedb5a0a1f.jpg,""a","man listening to his iPod , looks at the subway maps ."""
3020,"1569562856_eedb5a0a1f.jpg,A",man with a jacket wears headphones standing in front of a directory .
3021,"1569562856_eedb5a0a1f.jpg,A",young man is wearing a black jacket and has white earphones in his ears .
3022,"156967462_72db9b722c.jpg,a",couple dogs in and around a small lake of water near a highway
3023,"156967462_72db9b722c.jpg,A",couple of dogs are playing in the water .
3024,"156967462_72db9b722c.jpg,Two",dogs play in the water under a bridge .
3025,"156967462_72db9b722c.jpg,Two",dogs running near a river while one dogs in swimming in it .
3026,"156967462_72db9b722c.jpg,Two",grey dogs and a black dog playing in a pond under an overpass .
3027,"1569687608_0e3b3ad044.jpg,Two",girls are wearing life vests and hugging each other .
3028,"1569687608_0e3b3ad044.jpg,Two",little girls are posing for a picture on a boat .
3029,"1569687608_0e3b3ad044.jpg,Two",little girls on a boat pose for a picture together .
3030,"1569687608_0e3b3ad044.jpg,Two",smiling little girls in a boat on a lake are hugging .
3031,"1569687608_0e3b3ad044.jpg,Two",young fair girls are smiling a posing together while they ride in a boat wearing floatation vests .
3032,"1570723692_3a2b064d43.jpg,A",large orange dog and a little orange dog with another third dog in the grass .
3033,"1570723692_3a2b064d43.jpg,Three",dogs greeting each other in a field of green grass .
3034,"1570723692_3a2b064d43.jpg,Three",dogs sniffing each other .
3035,"1570723692_3a2b064d43.jpg,Two",dogs and a puppy .
3036,"1570723692_3a2b064d43.jpg,Two",little dogs are lying on the green grass and a larger dog looks down on them .
3037,"157139628_5dc483e2e4.jpg,A",man in a blue shirt is spraying a sand sculpture .
3038,"157139628_5dc483e2e4.jpg,A",man is spraying a fluid from a long hose at the beach .
3039,"157139628_5dc483e2e4.jpg,Man",brushes image in the sand .
3040,"157139628_5dc483e2e4.jpg,man",sprays sand image of a man .
3041,"157139628_5dc483e2e4.jpg,Man",with white covering on is face spraying water on a mound of sand with a heart drawn that says open up .
3042,"1572286502_64e5c4b920.jpg,A",blonde child climbing across a net .
3043,"1572286502_64e5c4b920.jpg,A",child is playing at a park .
3044,"1572286502_64e5c4b920.jpg,A",girls climbs on a jungle gym .
3045,"1572286502_64e5c4b920.jpg,A",small child climbing on an elevated net
3046,"1572286502_64e5c4b920.jpg,A",young child climbs on a rope net .
3047,"1572532018_64c030c974.jpg,children",playing at the beach
3048,"1572532018_64c030c974.jpg,""A","little boy in red shorts , a boy in a black Speedo , and a boy in grey shorts are all running on the beach ."""
3049,"1572532018_64c030c974.jpg,Three",boys are running on the beach playing a game .
3050,"1572532018_64c030c974.jpg,Three",boys play tag on the beach .
3051,"1572532018_64c030c974.jpg,Two",young boys and one young man run on a beach with water behind them .
3052,"1573017288_4d481856e2.jpg,A",girl with arms raised in sliding down a red and white slide .
3053,"1573017288_4d481856e2.jpg,A",girl with extended arms goes down a slide .
3054,"1573017288_4d481856e2.jpg,A",girl with her arms raised riding down an inflatable slide .
3055,"1573017288_4d481856e2.jpg,A",young girl with a heart tank top raises her hands as she slides .
3056,"1573017288_4d481856e2.jpg,Blond",child throws up her arms as she travels down slide .
3057,"1574401950_6bedc0d29b.jpg,A",boy jumps from the top of a blue plastic slide .
3058,"1574401950_6bedc0d29b.jpg,A",child jumps over the slide portion of playground equipment shaded by trees .
3059,"1574401950_6bedc0d29b.jpg,A",little boy in a striped shirt jumps from a blue slide .
3060,"1574401950_6bedc0d29b.jpg,A",little boy is jumping off the top of a slide .
3061,"1574401950_6bedc0d29b.jpg,A",young boy jumps on a slide in a backyard .
3062,"1576185717_f841ddc3da.jpg,A",boy and girl playing cricket
3063,"1576185717_f841ddc3da.jpg,A",boy and yellow and girl in red playing cricket .
3064,"1576185717_f841ddc3da.jpg,a",girl in a red top bowls a cricket ball at a boy in a yellow shirt who is in front of the wicket holding a bat .
3065,"1576185717_f841ddc3da.jpg,A",young boy and girl playing baseball in a grassy field .
3066,"1576185717_f841ddc3da.jpg,Two",young children playing cricket in a field .
3067,"1579198375_84b18e003a.jpg,A",band performs in a dimly lit setting .
3068,"1579198375_84b18e003a.jpg,A",female performer singing with her band .
3069,"1579198375_84b18e003a.jpg,A",woman sings in a club with a guitarist behind her .
3070,"1579198375_84b18e003a.jpg,A",woman sings into a microphone by a guy playing a guitar .
3071,"1579198375_84b18e003a.jpg,Woman",singing with a microphone next to a person playing guitar .
3072,"1579206585_5ca6a24db0.jpg,A",girl is playing an electric guitar in front of an amplifier .
3073,"1579206585_5ca6a24db0.jpg,A",girl plays her guitar on a dark stage .
3074,"1579206585_5ca6a24db0.jpg,A",woman is playing guitar onstage
3075,"1579206585_5ca6a24db0.jpg,A",woman playing guitar in red and blue light
3076,"1579206585_5ca6a24db0.jpg,Guitar",player performs at a nightclub red guitar .
3077,"1579287915_4257c54451.jpg,A",lone man stands on a rocky outcropping and looks out over the wilderness .
3078,"1579287915_4257c54451.jpg,A",man in shorts and a black jacket stands on top of a big rock looking down on hills and valleys .
3079,"1579287915_4257c54451.jpg,A",man is standing on a big rock overlooking a valley .
3080,"1579287915_4257c54451.jpg,A",man stands atop a large mountain of rocks .
3081,"1579287915_4257c54451.jpg,Man",standing on edge of large rock overlooking scenic view .
3082,"1579798212_d30844b4c5.jpg,a",child is laying in a bubble bath holding a yellow scrubbing brush up to his mouth as if singing into a microphone .
3083,"1579798212_d30844b4c5.jpg,A",child sings into a loofa in the bathtub
3084,"1579798212_d30844b4c5.jpg,A",little boy is laying down in a bubble bath .
3085,"1579798212_d30844b4c5.jpg,""Boy","in bubble bath , yelling or singing into scrubbing brush ."""
3086,"1579798212_d30844b4c5.jpg,The",child is surrounded by bubbles while in the bathtub .
3087,"1580172290_e19067e0dd.jpg,A",baby and a young boy playing .
3088,"1580172290_e19067e0dd.jpg,A",young boy crawls with a toddler .
3089,"1580172290_e19067e0dd.jpg,Two",children on hands and knees on a wood floor .
3090,"1580172290_e19067e0dd.jpg,Two",kids play on the floor .
3091,"1580172290_e19067e0dd.jpg,two",young babies crawling on a wood floor
3092,"1580671272_3e99d94305.jpg,A",boy holds a red bucket up to a pony .
3093,"1580671272_3e99d94305.jpg,A",man feeding a horse wearing a blue strapped blanket .
3094,"1580671272_3e99d94305.jpg,A",man holds feed for a horse in a blue blanket .
3095,"1580671272_3e99d94305.jpg,A",young boy is feeding a horse some hay from an orange bucket .
3096,"1580671272_3e99d94305.jpg,Grey",horse wearing blue cover eating from a orange bucket held by a person in a green shirt .
3097,"1581822598_0ae23074f1.jpg,A",brown and black dog playing in the snow .
3098,"1581822598_0ae23074f1.jpg,A",dog jumps in the snow trying to catch a snowball .
3099,"1581822598_0ae23074f1.jpg,A",dog tries to catch a snowball in its mouth .
3100,"1581822598_0ae23074f1.jpg,A",dog trying to catch a snowball in the snow .
3101,"1581822598_0ae23074f1.jpg,Dog",jumps to catch a snowball .
3102,"1584315962_5b0b45d02d.jpg,A",man holds a flag next to a snowbound campsite .
3103,"1584315962_5b0b45d02d.jpg,A",man with a Texas flag stands in the snow by tents .
3104,"1584315962_5b0b45d02d.jpg,A",person setting up a tent beside a few other tents on the snowy ground .
3105,"1584315962_5b0b45d02d.jpg,Mountain",climbers are setting up their tents .
3106,"1584315962_5b0b45d02d.jpg,""With","a pack and ski pole on the ground , a man wearing a winter coat is holding a tent while other tents are already set up ."""
3107,"1594038143_57f299aa8a.jpg,A",man in a pink shirt is showing a magic trick to a boy in a blue shirt .
3108,"1594038143_57f299aa8a.jpg,a",small boy wearing a blue shirt pulling an item from a magicians hat .
3109,"1594038143_57f299aa8a.jpg,A",smiling boy pulling something from a magician 's bag .
3110,"1594038143_57f299aa8a.jpg,A",smiling boy pulls an orange object from a hat .
3111,"1594038143_57f299aa8a.jpg,A",young boy in a blue jacket pulls something black out of a fabric bag .
3112,"159712188_d530dd478c.jpg,A",woman is walking past an artificial waterfall .
3113,"159712188_d530dd478c.jpg,A",woman is walking with someone else beside a pond in the city .
3114,"159712188_d530dd478c.jpg,A",woman talking on a cellphone walking in front of water .
3115,"159712188_d530dd478c.jpg,A",woman walks by a river across city buildings .
3116,"159712188_d530dd478c.jpg,Young",woman in a city park near a water feature .
3117,"1597319381_1e80d9e39c.jpg,A",group of kids in red and white playing soccer .
3118,"1597319381_1e80d9e39c.jpg,A",player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch .
3119,"1597319381_1e80d9e39c.jpg,A",soccer player dressed in blue and white is kicking the ball to his teammate while other teammates and opponents dressed in red watch .
3120,"1597319381_1e80d9e39c.jpg,Boys",soccer teams playing a game .
3121,"1597319381_1e80d9e39c.jpg,There",is a soccer game in progress .
3122,"1597557856_30640e0b43.jpg,a",brown dog is jumping up at a woman who is wearing a brown skirt .
3123,"1597557856_30640e0b43.jpg,A",golden retriever is excitedly greeting a woman as a little dog walks towards the camera .
3124,"1597557856_30640e0b43.jpg,A",tan dog jumping up at a woman in a skirt and a black and tan dog walking away .
3125,"1597557856_30640e0b43.jpg,A",yellow dog jumps to greet a woman .
3126,"1597557856_30640e0b43.jpg,One",dog is jumping at the lady while the other walks away .
3127,"1598085252_f3219b6140.jpg,A",dog in a field .
3128,"1598085252_f3219b6140.jpg,A",dog is resting in a grassy field
3129,"1598085252_f3219b6140.jpg,A",dog runs through tall grass .
3130,"1598085252_f3219b6140.jpg,Dog",running after another dog in a grassy field .
3131,"1598085252_f3219b6140.jpg,The",Doberman is running through the tall grass .
3132,"1600208439_e94527b80f.jpg,A",brown dog playing in mud .
3133,"1600208439_e94527b80f.jpg,A",dog enjoys playing in the water at the edge of a field .
3134,"1600208439_e94527b80f.jpg,A",dog is playing in water .
3135,"1600208439_e94527b80f.jpg,A",dog runs through muddy water .
3136,"1600208439_e94527b80f.jpg,A",dog splashing though a large puddle in a field .
3137,"160541986_d5be2ab4c1.jpg,A",girl is all decked out with razzling jewelry .
3138,"160541986_d5be2ab4c1.jpg,A",girl is dressed up and wearing a large broach with pearls .
3139,"160541986_d5be2ab4c1.jpg,A",woman wearing antiquated clothing including many pearls .
3140,"160541986_d5be2ab4c1.jpg,A",woman wearing a pearl necklace .
3141,"160541986_d5be2ab4c1.jpg,A",woman with a black sweater and white necklace poses for the camera .
3142,"160566014_59528ff897.jpg,A",couple sit on the hood of a car with their backs to the camera .
3143,"160566014_59528ff897.jpg,A",couple sits on a car .
3144,"160566014_59528ff897.jpg,A",man and a woman sit on a car and face the opposite way of the camera .
3145,"160566014_59528ff897.jpg,A",man and woman sit on a car and watch the road .
3146,"160566014_59528ff897.jpg,A",man and woman sitting on a parked car .
3147,"160585932_fa6339f248.jpg,""A","black station wagon with its lights on , partially submerged in water with a wooded area behind it ."""
3148,"160585932_fa6339f248.jpg,A",car is partially submerged in a lake .
3149,"160585932_fa6339f248.jpg,A",car is sinking underwater in a lake or river .
3150,"160585932_fa6339f248.jpg,A",Toyota car drives into water
3151,"160585932_fa6339f248.jpg,The",four wheel drive car is driving through a river .
3152,"1606988704_fe330878a3.jpg,Three",children playing in hay
3153,"1606988704_fe330878a3.jpg,""Three","children playing with hay outdoors , throwing some at camera lens ."""
3154,"1606988704_fe330878a3.jpg,Three",children play on corn stacks .
3155,"1606988704_fe330878a3.jpg,""Three","young children play in the hay , throwing some at the camera ."""
3156,"1606988704_fe330878a3.jpg,Two",young children are throwing hay .
3157,"160792599_6a7ec52516.jpg,A",group of people stand in the sand looking out at the water .
3158,"160792599_6a7ec52516.jpg,Five",people look out toward the ocean .
3159,"160792599_6a7ec52516.jpg,Five",people standing in front of a body of water .
3160,"160792599_6a7ec52516.jpg,Three",men and two women stand facing the ocean from the shore on a sunny day .
3161,"160792599_6a7ec52516.jpg,Two",ladies and three men looking at the ocean .
3162,"160805827_5e6646b753.jpg,A",man in a boat in front of a sunset .
3163,"160805827_5e6646b753.jpg,A",man in a grey shirt is on a boat with a flag .
3164,"160805827_5e6646b753.jpg,A",man sits on a boat in the sunset near a flag .
3165,"160805827_5e6646b753.jpg,A",man sits on a sailboat with the sun setting behind him .
3166,"160805827_5e6646b753.jpg,A",man sitting on a boat with a flag and the sunset in the background .
3167,"1616016569_673de1d678.jpg,a",couple sitting together smiling at the photographer
3168,"1616016569_673de1d678.jpg,A",man and a woman smiling for the camera .
3169,"1616016569_673de1d678.jpg,A",man and his female partner smile for a picture .
3170,"1616016569_673de1d678.jpg,""Smiling",", brown-eyed couple in a crowd ."""
3171,"1616016569_673de1d678.jpg,Two",people pose for the camera .
3172,"161669933_3e7d8c7e2c.jpg,A",competitive motorcycle racer prepares to make a left turn along a paved road .
3173,"161669933_3e7d8c7e2c.jpg,A",man rides a motorcycle with the number 5 on it .
3174,"161669933_3e7d8c7e2c.jpg,A",motorcycle driver swerves to the left .
3175,"161669933_3e7d8c7e2c.jpg,A",motorcycle with number five on front is being ridden by a rider wearing a red helmet .
3176,"161669933_3e7d8c7e2c.jpg,professional",motorcycle racer turning a corner
3177,"161905204_247c6ca6de.jpg,a",girl in a light blue windbreaker walks down a cement road .
3178,"161905204_247c6ca6de.jpg,A",girl in an aqua jacket walks down a long road surrounded by shrubs .
3179,"161905204_247c6ca6de.jpg,A",woman in a blue shirt and black pants walks down a road .
3180,"161905204_247c6ca6de.jpg,A",woman walks down a country road .
3181,"161905204_247c6ca6de.jpg,Woman",walking down paved road .
3182,"1620397000_3883e3ecd3.jpg,A",black and white spotted dog is jumping over the small stream of water .
3183,"1620397000_3883e3ecd3.jpg,A",black and white spotted dog jumps over a stream .
3184,"1620397000_3883e3ecd3.jpg,A",dog jumps over a creek .
3185,"1620397000_3883e3ecd3.jpg,A",spotted dog jumps over a muddy creek .
3186,"1620397000_3883e3ecd3.jpg,A",white dog with black spots jumps over a stream .
3187,"162152393_52ecd33fc5.jpg,A",girl on a beach with rainbow flags .
3188,"162152393_52ecd33fc5.jpg,""A","girl sits on a ledge by the beach , rainbow flags on poles fly in the background ."""
3189,"162152393_52ecd33fc5.jpg,A",person is sitting on a wall beside the beach .
3190,"162152393_52ecd33fc5.jpg,a",woman sitting on a wall with several multicolored flags behind her
3191,"162152393_52ecd33fc5.jpg,Woman",at kite festival on boardwalk
3192,"1622619190_d0b51aff28.jpg,A",brown dog is walking on the grass beside a fence .
3193,"1622619190_d0b51aff28.jpg,""A","brown dog trotting across a grassy , fenced-in yard ."""
3194,"1622619190_d0b51aff28.jpg,A",large brown dog in a fenced yard
3195,"1622619190_d0b51aff28.jpg,Large",dog is playing outdoors inside of a fence .
3196,"1622619190_d0b51aff28.jpg,Lean",dog trots through a sunny park in front of a chain link fence .
3197,"1625306051_7099519baa.jpg,A",man in a yellow shirt and a man in an orange shirt jump in the air .
3198,"1625306051_7099519baa.jpg,A",man jumps off a hill .
3199,"1625306051_7099519baa.jpg,Two",men in hiking boots strike martial arts poses .
3200,"1625306051_7099519baa.jpg,Two",men jumping on a rock wall
3201,"1625306051_7099519baa.jpg,Two",men leap into the air .
3202,"1626754053_81126b67b6.jpg,A",black and white dog is going after an orange Frisbee .
3203,"1626754053_81126b67b6.jpg,A",black and white dog leaps to catch an orange Frisbee .
3204,"1626754053_81126b67b6.jpg,A",black and white dog prepares to catch a Frisbee .
3205,"1626754053_81126b67b6.jpg,a",dog about to jump to catch a Frisbee
3206,"1626754053_81126b67b6.jpg,dog",jumping for Frisbee
3207,"162743064_bb242faa31.jpg,A",brown dog catching a ball in silhouette .
3208,"162743064_bb242faa31.jpg,a",brown dog is leaping into the air to catch a ball .
3209,"162743064_bb242faa31.jpg,A",dog catching a tennis ball at sunset in a yard .
3210,"162743064_bb242faa31.jpg,A",dog is backlit buy the sun as he jumps up to catch a tennis ball .
3211,"162743064_bb242faa31.jpg,A",dog jumps in the air to catch a tennis ball .
3212,"1643915227_9f48068772.jpg,A",group of people are walking down the sidewalk of a big city .
3213,"1643915227_9f48068772.jpg,Pedestrians",and cars make their way through Times Square in New York .
3214,"1643915227_9f48068772.jpg,Some",people and vehicles on a crowded street .
3215,"1643915227_9f48068772.jpg,""The","streets of a big city ,"""
3216,"1643915227_9f48068772.jpg,Times",Square in New York .
3217,"1650280501_29810b46e5.jpg,A",group of people are sitting in some rows of wooden seats .
3218,"1650280501_29810b46e5.jpg,A",group of people seated in a line of seats at an event .
3219,"1650280501_29810b46e5.jpg,People",sit in an auditorium with programs .
3220,"1650280501_29810b46e5.jpg,People",sitting in rows of seats .
3221,"1650280501_29810b46e5.jpg,Students",are sitting in an auditorium with notes out in front of them .
3222,"1655781989_b15ab4cbff.jpg,A",group of mountain climbers
3223,"1655781989_b15ab4cbff.jpg,A",group of people walking in a line through the snow toward a mountain .
3224,"1655781989_b15ab4cbff.jpg,A",line of people are making their way through snow covered mountains .
3225,"1655781989_b15ab4cbff.jpg,People",are walking through a snow covered field with a mountain the background .
3226,"1655781989_b15ab4cbff.jpg,People",facing mountains in the snow .
3227,"1659358133_95cd1027bd.jpg,a",brown dog sniffs a tree stump .
3228,"1659358133_95cd1027bd.jpg,A",dog sniffs a newly cut tree trunk .
3229,"1659358133_95cd1027bd.jpg,A",dog sniffs a tree stump .
3230,"1659358133_95cd1027bd.jpg,Dog",sniffing recently cut tree stump .
3231,"1659358133_95cd1027bd.jpg,The",dog is standing outside on a tree stump .
3232,"1659358141_0433c9bf99.jpg,A",brown dog is panting hard on grass during a sunny day .
3233,"1659358141_0433c9bf99.jpg,A",brown dog walks in the grass with its tongue hanging out .
3234,"1659358141_0433c9bf99.jpg,A",dog running with tongue hanging out .
3235,"1659358141_0433c9bf99.jpg,""A","grey dog walks in the green grass , tongue hanging out ."""
3236,"1659358141_0433c9bf99.jpg,a",tan dog jogging with his tongue hanging out
3237,"1659396176_ced00a549f.jpg,""A","white and brown dog with his mouth open and tongue out facing a second , almost off-camera dog ."""
3238,"1659396176_ced00a549f.jpg,""two","dogs , one with long brown fur , both dogs have their mouths open and teeth showing , one dogs tongue is hanging out ."""
3239,"1659396176_ced00a549f.jpg,Two",dogs play in the grass .
3240,"1659396176_ced00a549f.jpg,Two",furry dogs make snarly faces as they play together .
3241,"1659396176_ced00a549f.jpg,Two",multicoloured dogs fighting .
3242,"1662261486_db967930de.jpg,A",black and white dog is jumping through a black and white hoop .
3243,"1662261486_db967930de.jpg,A",black and white dog jumps through a black and white hoop .
3244,"1662261486_db967930de.jpg,A",brown and white dog jumping through a black and white hoop .
3245,"1662261486_db967930de.jpg,A",dog jumping through a black and white hoop .
3246,"1662261486_db967930de.jpg,A",dog jumping through a ring .
3247,"166321294_4a5e68535f.jpg,A",man is riding on a red motorcycle .
3248,"166321294_4a5e68535f.jpg,A",motorcycle driver dressed in orange gear swerves to the right .
3249,"166321294_4a5e68535f.jpg,A",motorcyclist on a red speed bike leans into a sharp turn .
3250,"166321294_4a5e68535f.jpg,Motorcyclist",crouches low as he rounds a turn .
3251,"166321294_4a5e68535f.jpg,This",person is on a red motorcycle .
3252,"1663454406_5e2cf8c5bb.jpg,A",man carries a sign while standing in the rain .
3253,"1663454406_5e2cf8c5bb.jpg,A",man holds a sign in front of a group of people on a cloudy day .
3254,"1663454406_5e2cf8c5bb.jpg,A",man in sunglasses is holding a sign while four other people look into the distance .
3255,"1663454406_5e2cf8c5bb.jpg,A",man wearing sunglasses holds a sign at a demonstration .
3256,"1663454406_5e2cf8c5bb.jpg,A",young man holds up a hand written sign next to a woman with a multicolored umbrella .
3257,"1663751778_90501966f0.jpg,A",climber is attached by ropes to a brown colored rock face .
3258,"1663751778_90501966f0.jpg,A",man is scalling a sheer rock face with a rope support .
3259,"1663751778_90501966f0.jpg,A",mountain climber scales a steep rock face .
3260,"1663751778_90501966f0.jpg,A",person is climbing up a rock .
3261,"1663751778_90501966f0.jpg,A",person wearing khaki pants climbing up the side of a rocky cliff .
3262,"166433861_70b66cd381.jpg,A",motorcycle racer leans his bike .
3263,"166433861_70b66cd381.jpg,A",motorcyclist is driving down a road on their motorbike .
3264,"166433861_70b66cd381.jpg,A",motorcyclist is riding their sponsored car along a roadway that has recently turned .
3265,"166433861_70b66cd381.jpg,A",motorcyclist on the street .
3266,"166433861_70b66cd381.jpg,A",motorcyclist with a red helmet rides his blue motorcycle down the road .
3267,"166507476_9be5b9852a.jpg,The",iguanas wrestled along the rocky water bank .
3268,"166507476_9be5b9852a.jpg,The",two reptiles are standing on their back legs near deep water .
3269,"166507476_9be5b9852a.jpg,Two",lizards fighting .
3270,"166507476_9be5b9852a.jpg,Two",lizards fight in the water .
3271,"166507476_9be5b9852a.jpg,Two",oriental lizards are fighting for dominance in a small pond
3272,"166654939_80ea4ddbcc.jpg,A",group of race buggies travel down a racetrack .
3273,"166654939_80ea4ddbcc.jpg,Cars",racing on a dirt track
3274,"166654939_80ea4ddbcc.jpg,Race",cars are racing each other on a dirt racetrack and the green one is in the lead .
3275,"166654939_80ea4ddbcc.jpg,Ralley",cars muscle for position on a dirt track .
3276,"166654939_80ea4ddbcc.jpg,Two",lines of colorful cars racing on a racetrack .
3277,"1670592963_39731a3dac.jpg,A",collie runs down a slide .
3278,"1670592963_39731a3dac.jpg,A",dog is running down a ramp .
3279,"1670592963_39731a3dac.jpg,Dog",is jumping down a ramp .
3280,"1670592963_39731a3dac.jpg,The",collie is running down a blue and yellow board .
3281,"1670592963_39731a3dac.jpg,There",is a brown and white dog jumping off of a see-saw .
3282,"167295035_336f5f5f27.jpg,A",climber wearing a white helmet is perched on the side of a rock face .
3283,"167295035_336f5f5f27.jpg,a",lone climber wearing a white helmet climbing a wall .
3284,"167295035_336f5f5f27.jpg,A",man wearing blue climbs a steep cliff .
3285,"167295035_336f5f5f27.jpg,""The","man in a blue shirt , wearing a helmet , is readying to climb ."""
3286,"167295035_336f5f5f27.jpg,The",rock climber looks down from above .
3287,"1674612291_7154c5ab61.jpg,A",dog is jumping to catch a Frisbee and casts a perfect shadow .
3288,"1674612291_7154c5ab61.jpg,A",dog jumps and catches a Frisbee in the grass .
3289,"1674612291_7154c5ab61.jpg,A",dog jumps and catches a toy .
3290,"1674612291_7154c5ab61.jpg,A",white dog leaps to catch an object .
3291,"1674612291_7154c5ab61.jpg,A",yellow lab jumping up to catch a toy .
3292,"1675679141_36c9bc2969.jpg,A",jacketed man with his back to the camera is overlooking the water .
3293,"1675679141_36c9bc2969.jpg,A",man fishing from the shore in the wintertime .
3294,"1675679141_36c9bc2969.jpg,A",man in a heavy coat fishes from a concrete platform .
3295,"1675679141_36c9bc2969.jpg,A",man stands on a concrete ledge and casts his fishing pole into the water below .
3296,"1675679141_36c9bc2969.jpg,A",person in warm clothing fishes off a wall .
3297,"1676601498_7d59327523.jpg,A",male and a female are leaning against railing looking off with the ocean in the background
